sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
11,Dr.Seema S,Hussain M.I.,Detection of Generalized Anxiety Disorder,Detection of Generalized Anxiety Disorder,Artificial Intelligence in Healthcare Emphasis on Diabetes Hypertension and Depression Management,,,128-156,2-s2.0-85209012051,2024-01-01,2024,10.1201/9781003522096-7,CRC Press,N/A,N/A,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85209012051,,,,,YES,
12,Dr.Seema S,Sowmya B.J.,Visual Computing Unified Application Using Deep Learning and Computer Vision Techniques,Visual Computing Unified Application Using Deep Learning and Computer Vision Techniques,International Journal of Interactive Mobile Technologies,18,1,59-74,2-s2.0-85186548865,2024-01-01,2024,10.3991/ijim.v18i01.42673,International Association of Online Engineering,N/A,Q1,9,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85186548865,,,,,YES,
13,Dr.Seema S,Shetty C.,A machine learning approach for environmental assessment on air quality and mitigation strategy,A machine learning approach for environmental assessment on air quality and mitigation strategy,Journal of Engineering United Kingdom,2024,1,2893021,2-s2.0-85199247723,2024-01-01,2024,10.1155/2024/2893021,John Wiley and Sons Ltd,N/A,Q1,17,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85199247723,,,,,YES,
14,Dr.Seema S,Seema S.J.,A Reliable and Efficient Transfer Learning Approach for Identifying COVID-19 Pneumonia from Chest X-ray,A Reliable and Efficient Transfer Learning Approach for Identifying COVID-19 Pneumonia from Chest X-ray,Lecture Notes of the Institute for Computer Sciences Social Informatics and Telecommunications Engineering Lnicst,490 LNICST,,122-136,2-s2.0-85164102272,2023-01-01,2023,10.1007/978-3-031-34619-4_11,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85164102272,,,,,YES,
15,Dr.Seema S,Changapur M.W.,Bioacoustics Monitoring to Improve Conservation Efforts for Endangered Species,Bioacoustics Monitoring to Improve Conservation Efforts for Endangered Species,7th IEEE International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2023 Proceedings,,,1-7,2-s2.0-85181540711,2023-01-01,2023,10.1109/CSITSS60515.2023.10334168,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85181540711,,,,,YES,
16,Dr.Seema S,Ajitha S.,Guiding Special Need Children using AR/VR Technology,Guiding Special Need Children using AR/VR Technology,7th IEEE International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2023 Proceedings,,,1-6,2-s2.0-85181536982,2023-01-01,2023,10.1109/CSITSS60515.2023.10334086,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85181536982,,,,,YES,
17,Dr.Seema S,Hegde R.,Sentiment Analysis and Feature Reduction Using Arboreal Monkey Compression Algorithm with Deep Modified Neural Network Classifier,Sentiment Analysis and Feature Reduction Using Arboreal Monkey Compression Algorithm with Deep Modified Neural Network Classifier,Internet of Behavior Iob,,,125-140,2-s2.0-85159424644,2023-01-01,2023,10.1201/9781003305170-8,CRC Press,N/A,N/A,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85159424644,,,,,YES,
18,Dr.Seema S,Disha D.N.,Predictive Modelling of Bipolar Disorder Utilizing Advanced Machine Learning Techniques,Predictive Modelling of Bipolar Disorder Utilizing Advanced Machine Learning Techniques,2023 2nd International Conference on Futuristic Technologies Incoft 2023,,,1-6,2-s2.0-85187323763,2023-01-01,2023,10.1109/INCOFT60753.2023.10425438,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85187323763,,,,,YES,
19,Dr.Seema S,Khan D.,Leveraging Deep Learning Techniques and Integrated Omics Data for Tailored Treatment of Breast Cancer,Leveraging Deep Learning Techniques and Integrated Omics Data for Tailored Treatment of Breast Cancer,Journal of Personalized Medicine,12,5,674,2-s2.0-85129808309,2022-05-01,2022,10.3390/jpm12050674,MDPI,N/A,Q1,16,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85129808309,,,,,YES,
20,Dr.Seema S,Hegde R.,Nearest neighbour-based feature selection and classification approach for analysing sentiments,Nearest neighbour-based feature selection and classification approach for analysing sentiments,International Journal of Bioinformatics Research and Applications,18,1-2,16-29,2-s2.0-85128762799,2022-01-01,2022,10.1504/IJBRA.2022.121757,Inderscience Publishers,N/A,Q1,2,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85128762799,,,,,YES,
21,Dr.Seema S,Prabhu B.R.,Sentiments Analysis and Text Summarization of Medicine Reviews Using Deep Sequential Iterative Model with Attention Encoder,Sentiments Analysis and Text Summarization of Medicine Reviews Using Deep Sequential Iterative Model with Attention Encoder,Journal of Mobile Multimedia,18,4,1281-1300,2-s2.0-85130367492,2022-01-01,2022,10.13052/jmm1550-4646.18415,River Publishers,N/A,Q1,2,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85130367492,,,,,YES,
22,Dr.Seema S,Naik D.A.,Retracted: Relevance Feature Discovery in Text Mining Using NLP (2022 3rd International Conference for Emerging Technology (INCET) DOI: 10.1109/INCET54531.2022.10703438),Retracted: Relevance Feature Discovery in Text Mining Using NLP (2022 3rd International Conference for Emerging Technology (INCET) DOI: 10.1109/INCET54531.2022.10703438),2022 3rd International Conference for Emerging Technology Incet 2022,,,1-6,2-s2.0-105039216125,2022-01-01,2022,10.1109/INCET54531.2022.9824807,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/105039216125,,,,,YES,
23,Dr.Seema S,Naik D.A.,Relevance Feature Discovery in Text Mining Using NLP,Relevance Feature Discovery in Text Mining Using NLP,2022 3rd International Conference for Emerging Technology Incet 2022,,,1-6,2-s2.0-85136331596,2022-01-01,2022,10.1109/INCET54531.2022.9824807,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,5,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85136331596,,,,,YES,
24,Dr.Seema S,Disha D.N.,Prediction of Bipolar Disorder Using Machine Learning Techniques,Prediction of Bipolar Disorder Using Machine Learning Techniques,2022 2nd International Conference on Intelligent Technologies Conit 2022,,,1-5,2-s2.0-85137275893,2022-01-01,2022,10.1109/CONIT55038.2022.9848137,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85137275893,,,,,YES,
25,Dr.Seema S,Bylaiah S.,"Analysis of Codon Usage Bias in Cya, Lef, and Pag Genes Exists in px01 Plasmid of Bacillus Anthracis","Analysis of Codon Usage Bias in Cya, Lef, and Pag Genes Exists in px01 Plasmid of Bacillus Anthracis",Lecture Notes in Networks and Systems,314,,1-9,2-s2.0-85123281485,2022-01-01,2022,10.1007/978-981-16-5655-2_1,Springer Science and Business Media Deutschland GmbH,N/A,Q1,6,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85123281485,,,,,YES,
26,Dr.Seema S,Sowmya B.J.,Computer Vision and IoT-Based Automated Hydroponic Farms in Urban Areas: A Soilless Cultivation,Computer Vision and IoT-Based Automated Hydroponic Farms in Urban Areas: A Soilless Cultivation,International Journal of Social Ecology and Sustainable Development,13,1,1-21,2-s2.0-85140620943,2022-01-01,2022,10.4018/IJSESD.295966,IGI Global,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85140620943,,,,,YES,
27,Dr.Seema S,Hegde R.,Sentiment analysis of healthcare reviews using context-based feature weight embedding technique,Sentiment analysis of healthcare reviews using context-based feature weight embedding technique,International Journal of E Collaboration,17,4,1-15,2-s2.0-85116189397,2021-10-01,2021,10.4018/IJeC.2021100101,IGI Global,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85116189397,,,,,YES,
28,Dr.Seema S,Sushma B.,An estimate of global anthrax prevalence in livestock: A meta-analysis,An estimate of global anthrax prevalence in livestock: A meta-analysis,Veterinary World,14,5,1263-1271,2-s2.0-85107977998,2021-05-01,2021,10.14202/vetworld.2021.1263-1271,Veterinary World,N/A,Q1,28,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85107977998,,,,,YES,
29,Dr.Seema S,Sunagar P.,Feedback Collection and Sentiment Analysis on the Product Reviews,Feedback Collection and Sentiment Analysis on the Product Reviews,2021 IEEE International Conference on Mobile Networks and Wireless Communications Icmnwc 2021,,,1-6,2-s2.0-85125714438,2021-01-01,2021,10.1109/ICMNWC52512.2021.9688552,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85125714438,,,,,YES,
30,Dr.Seema S,Miah Y.,Performance Comparison of Machine Learning Techniques in Identifying Dementia from Open Access Clinical Datasets,Performance Comparison of Machine Learning Techniques in Identifying Dementia from Open Access Clinical Datasets,Advances in Intelligent Systems and Computing,1188,,79-89,2-s2.0-85096586718,2021-01-01,2021,10.1007/978-981-15-6048-4_8,Springer Science and Business Media Deutschland GmbH,N/A,Q1,47,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85096586718,,,,,YES,
31,Dr.Seema S,Sowmya B.J.,A Utility System for Farmers to Build Decision Support System on Agrometeorological Data Using Machine Learning Algorithms,A Utility System for Farmers to Build Decision Support System on Agrometeorological Data Using Machine Learning Algorithms,Lecture Notes in Networks and Systems,167,,233-244,2-s2.0-85103490112,2021-01-01,2021,10.1007/978-981-15-9712-1_20,Springer Science and Business Media Deutschland GmbH,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85103490112,,,,,YES,
32,Dr.Seema S,Sunagar P.,Smart Healthcare: Using IoT and Machine Learning-Based Analytics,Smart Healthcare: Using IoT and Machine Learning-Based Analytics,Studies in Big Data,88,,307-329,2-s2.0-85126477731,2021-01-01,2021,10.1007/978-981-16-0415-7_15,Springer Science and Business Media Deutschland GmbH,N/A,Q1,2,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85126477731,,,,,YES,
33,Dr.Seema S,Pradeep Kumar D.,Large Scale Efficient Clustering Using DBSCAN and Ensemble Techniques,Large Scale Efficient Clustering Using DBSCAN and Ensemble Techniques,Communications in Computer and Information Science,1393,,622-636,2-s2.0-85111843693,2021-01-01,2021,10.1007/978-981-16-3660-8_58,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85111843693,,,,,YES,
34,Dr.Seema S,Sowmya B.J.,Machine learning techniques on agro meteorological parameters to predict the crop yield in support of building decision support system to farmer's community,Machine learning techniques on agro meteorological parameters to predict the crop yield in support of building decision support system to farmer's community,Journal of Physics Conference Series,1706,1,012143,2-s2.0-85098480676,2020-12-22,2020,10.1088/1742-6596/1706/1/012143,IOP Publishing Ltd,N/A,Q1,2,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85098480676,,,,,YES,
35,Dr.Seema S,Karthik K.N.,Performance analysis of intrusion detection system using feature selection and feature reduction method,Performance analysis of intrusion detection system using feature selection and feature reduction method,International Journal of Advanced Science and Technology,29,5,3496-3511,2-s2.0-85084125299,2020-04-10,2020,SCOPUS_ID:85084125299,Science and Engineering Research Support SocietyPO Box 5014Sandy BayTASTasmania7005ijbsbt@sersc.org,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85084125299,,,,,YES,
36,Dr.Seema S,Khan D.,Accelerated deep learning in proteomics—A review,Accelerated deep learning in proteomics—A review,Lecture Notes in Electrical Engineering,630,,291-300,2-s2.0-85081396823,2020-01-01,2020,10.1007/978-981-15-2305-2_23,Springer,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85081396823,,,,,YES,
37,Dr.Seema S,Baddur R.P.,A novel approach for sentiment analysis using deep recurrent networks and sequence modeling,A novel approach for sentiment analysis using deep recurrent networks and sequence modeling,Recent Patents on Engineering,14,3,403-411,2-s2.0-85097163326,2020-01-01,2020,10.2174/1872212113666190315163009,Bentham Science Publishers,N/A,Q1,5,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85097163326,,,,,YES,
38,Dr.Seema S,Naik D.A.,A Feasible Dashboard to predict Patent Mining Using Classification Algorithms,A Feasible Dashboard to predict Patent Mining Using Classification Algorithms,Procedia Computer Science,167,,2011-2021,S1877050920307043,2020-01-01,2020,10.1016/j.procs.2020.03.238,Elsevier B.V.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85084453496,,,,,YES,
39,Dr.Seema S,Shetty C.,Air pollution control model using machine learning and IoT techniques,Air pollution control model using machine learning and IoT techniques,Advances in Computers,117,1,187-218,S0065245819300592,2020-01-01,2020,10.1016/bs.adcom.2019.10.006,Academic Press Inc.apjcs@harcourt.com,N/A,Q1,27,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85077140249,,,,,YES,
40,Dr.Seema S,Seema S.,Deep Learning Models for Analysis of Traffic and Crowd Management from Surveillance Videos,Deep Learning Models for Analysis of Traffic and Crowd Management from Surveillance Videos,Advances in Intelligent Systems and Computing,1119,,83-93,2-s2.0-85083325902,2020-01-01,2020,10.1007/978-981-15-2414-1_9,Springer,N/A,Q1,7,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85083325902,,,,,YES,
41,Dr.Seema S,Sowmya B.J.,Utility system for premature plant disease detection using machine learning,Utility system for premature plant disease detection using machine learning,Hybrid Computational Intelligence Challenges and Applications,,,149-172,2-s2.0-85135393040,2020-01-01,2020,10.1016/B978-0-12-818699-2.00008-1,Elsevier,N/A,N/A,9,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85135393040,,,,,YES,
42,Dr.Seema S,Sowmya B.J.,Data analytic techniques for developing decision support system on agrometeorological parameters for farmers,Data analytic techniques for developing decision support system on agrometeorological parameters for farmers,International Journal of Cognitive Informatics and Natural Intelligence,14,2,92-107,2-s2.0-85100752582,2020-01-01,2020,10.4018/IJCINI.2020040106,IGI Global,N/A,Q1,5,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85100752582,,,,,YES,
43,Dr.Seema S,Teli A.,Efficient decision support system on agrometeorological data,Efficient decision support system on agrometeorological data,Advances in Intelligent Systems and Computing,940,,875-890,2-s2.0-85066313135,2020-01-01,2020,10.1007/978-3-030-16657-1_82,Springer Verlagservice@springer.de,N/A,Q1,2,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85066313135,,,,,YES,
44,Dr.Seema S,Roy S.,Utility System for Elevating Pre and Post Production of Crops,Utility System for Elevating Pre and Post Production of Crops,2019 IEEE International Conference on Distributed Computing VLSI Electrical Circuits and Robotics Discover 2019 Proceedings,,,1-6,2-s2.0-85081997710,2019-08-01,2019,10.1109/DISCOVER47552.2019.9008103,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85081997710,,,,,YES,
45,Dr.Seema S,Sowmya B.J.,Data analytics on agrometeorological parameters for building a utility system for farmer community,Data analytics on agrometeorological parameters for building a utility system for farmer community,International Journal of Recent Technology and Engineering,8,2,3223-3230,2-s2.0-85071387545,2019-07-01,2019,10.35940/ijrte.B2676.078219,Blue Eyes Intelligence Engineering and Sciences Publication,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85071387545,,,,,YES,
46,Dr.Seema S,Naik D.A.,Exploration and implementation of classification algorithms for patent classification,Exploration and implementation of classification algorithms for patent classification,Lecture Notes in Networks and Systems,75,,119-128,2-s2.0-85066132791,2019-01-01,2019,10.1007/978-981-13-7150-9_12,Springer,N/A,Q1,3,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85066132791,,,,,YES,
47,Dr.Seema S,Singh G.,Exploration and Implementation of Classification Algorithms for Patent Classification,Exploration and Implementation of Classification Algorithms for Patent Classification,Lecture Notes on Data Engineering and Communications Technologies,26,,565-572,2-s2.0-85082322935,2019-01-01,2019,10.1007/978-3-030-03146-6_62,Springer Science and Business Media Deutschland GmbH,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85082322935,,,,,YES,
48,Dr.Seema S,Angadi S.S.,Application of Image Processing and Machine Learning for Smart Restaurants,Application of Image Processing and Machine Learning for Smart Restaurants,Proceedings 2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2018,,,292-298,2-s2.0-85070416836,2018-12-01,2018,10.1109/CSITSS.2018.8768756,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85070416836,,,,,YES,
49,Dr.Seema S,Prashant Krishnan V.,Data Analysis of Road Traffic Accidents to Minimize the rate of Accidents,Data Analysis of Road Traffic Accidents to Minimize the rate of Accidents,Proceedings 2018 3rd International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2018,,,247-253,2-s2.0-85070376110,2018-12-01,2018,10.1109/CSITSS.2018.8768736,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,5,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85070376110,,,,,YES,
50,Dr.Seema S,Hegde R.,Performance Evaluation and Feature Vector Extraction of Review Data Sets Using Evolutionary Based SVM Techniques,Performance Evaluation and Feature Vector Extraction of Review Data Sets Using Evolutionary Based SVM Techniques,2018 9th International Conference on Computing Communication and Networking Technologies Icccnt 2018,,,1-4,2-s2.0-85056808048,2018-10-16,2018,10.1109/ICCCNT.2018.8493771,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85056808048,,,,,YES,
51,Dr.Seema S,Rachana N.B.,Airplane health surveillance system: For connected world,Airplane health surveillance system: For connected world,Censorship Surveillance and Privacy Concepts Methodologies Tools and Applications,3,,1259-1272,2-s2.0-85059706805,2018-01-01,2018,10.4018/978-1-5225-7113-1.ch060,IGI Global,N/A,N/A,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85059706805,,,,,YES,
52,Dr.Seema S,Hegde R.,Aspect based feature extraction and sentiment classification of review data sets using Incremental machine learning algorithm,Aspect based feature extraction and sentiment classification of review data sets using Incremental machine learning algorithm,Proceedings of the 3rd IEEE International Conference on Advances in Electrical and Electronics Information Communication and Bio Informatics Aeeicb 2017,,,122-125,2-s2.0-85026667953,2017-07-07,2017,10.1109/AEEICB.2017.7972395,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,29,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85026667953,,,,,YES,
53,Dr.Seema S,Deepika K.,Predictive analytics to prevent and control chronic diseases,Predictive analytics to prevent and control chronic diseases,Proceedings of the 2016 2nd International Conference on Applied and Theoretical Computing and Communication Technology Icatcct 2016,,,381-386,2-s2.0-85020173719,2017-04-25,2017,10.1109/ICATCCT.2016.7912028,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,79,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85020173719,,,,,YES,
54,Dr.Seema S,Rachana N.,Performance analysis of airplane health surveillance system,Performance analysis of airplane health surveillance system,Advances in Intelligent Systems and Computing,556,,155-163,2-s2.0-85019661031,2017-01-01,2017,10.1007/978-981-10-3874-7_15,Springer Verlagservice@springer.de,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85019661031,,,,,YES,
55,Dr.Seema S,Disha D.N.,An efficient framework of data mining and its analytics on massive streams of big data repositories,An efficient framework of data mining and its analytics on massive streams of big data repositories,2016 IEEE International Conference on Distributed Computing VLSI Electrical Circuits and Robotics Discover 2016 Proceedings,,,195-200,2-s2.0-85015910512,2016-01-01,2016,10.1109/DISCOVER.2016.7806259,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,6,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85015910512,,,,,YES,
56,Dr.Seema S,Seema S.,Inference of gene regulatory network using modified genetic algorithm,Inference of gene regulatory network using modified genetic algorithm,Isb 2010 Proceedings International Symposium on Biocomputing,,,1-8,2-s2.0-77951613155,2010-05-03,2010,10.1145/1722024.1722049,ACM,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/77951613155,,,,,YES,
