sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
13,Dr.J Geetha,Jayalakshmi D.S.,Speech Recognition for Kannada Using LSTM,Speech Recognition for Kannada Using LSTM,Lecture Notes in Electrical Engineering,1078 LNEE,,189-201,2-s2.0-85177847199,2023-01-01,2023,10.1007/978-981-99-5974-7_17,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85177847199,,,,,YES,
14,Dr.J Geetha,Geetha J.,"A Study of Data Storage, Data Retrieval, and Streaming Architectures Across Various Platforms","A Study of Data Storage, Data Retrieval, and Streaming Architectures Across Various Platforms",Hybridization of Blockchain and Cloud Computing Overcoming Security Issues in Iot,,,241-252,2-s2.0-85173402218,2023-01-01,2023,10.1201/9781003336624-14,Apple Academic Press,N/A,N/A,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85173402218,,,,,YES,
15,Dr.J Geetha,Geetha J.,Analysis of rank-based latency aware fog scheduling using validating internet of things at large scales,Analysis of rank-based latency aware fog scheduling using validating internet of things at large scales,Indonesian Journal of Electrical Engineering and Computer Science,26,3,1502-1511,2-s2.0-85131647030,2022-06-01,2022,10.11591/ijeecs.v26.i3.pp1502-1511,Institute of Advanced Engineering and Science,N/A,Q1,3,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85131647030,,,,,YES,
16,Dr.J Geetha,Nagashri K.,Collection and analysis of big data from emerging technologies in healthcare,Collection and analysis of big data from emerging technologies in healthcare,Bioinformatics and Medical Applications Big Data Using Deep Learning Algorithms,,,269-288,2-s2.0-85147902567,2022-03-23,2022,10.1002/9781119792673.ch13,wiley,N/A,N/A,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85147902567,,,,,YES,
17,Dr.J Geetha,Pruthvi P.C.,"Convolution Neural Network for Predicting Alphabet Sign Language and Comparative Performance Analysis of CNN, KNN, and SVM Algorithms","Convolution Neural Network for Predicting Alphabet Sign Language and Comparative Performance Analysis of CNN, KNN, and SVM Algorithms",2022 IEEE 3rd Global Conference for Advancement in Technology Gcat 2022,,,1-6,2-s2.0-85145442100,2022-01-01,2022,10.1109/GCAT55367.2022.9972174,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,5,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85145442100,,,,,YES,
18,Dr.J Geetha,Geetha J.,A Survey on Various Techniques and Proposals for Improving the Cryptocurrency Protocol,A Survey on Various Techniques and Proposals for Improving the Cryptocurrency Protocol,Lecture Notes in Networks and Systems,385,,81-87,2-s2.0-85127670228,2022-01-01,2022,10.1007/978-981-16-8987-1_9,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85127670228,,,,,YES,
19,Dr.J Geetha,Geetha J.,Real-Time Traffic Response Processing Using Convolutional Neural Network and Edge Computing,Real-Time Traffic Response Processing Using Convolutional Neural Network and Edge Computing,Lecture Notes in Networks and Systems,385,,427-434,2-s2.0-85127696747,2022-01-01,2022,10.1007/978-981-16-8987-1_45,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85127696747,,,,,YES,
20,Dr.J Geetha,Simran A.,Cost Matrix Algorithm for Cloud VM Migration,Cost Matrix Algorithm for Cloud VM Migration,Proceedings of the 5th International Conference on I Smac Iot in Social Mobile Analytics and Cloud I Smac 2021,,,1196-1200,2-s2.0-85124179380,2021-01-01,2021,10.1109/I-SMAC52330.2021.9641047,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85124179380,,,,,YES,
21,Dr.J Geetha,Geetha J.,Improvised Distributed Data Streaming Scheduler in Storm,Improvised Distributed Data Streaming Scheduler in Storm,Lecture Notes in Electrical Engineering,733 LNEE,,557-568,2-s2.0-85107330355,2021-01-01,2021,10.1007/978-981-33-4909-4_42,Springer Science and Business Media Deutschland GmbH,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85107330355,,,,,YES,
22,Dr.J Geetha,Jayalakshmi D.S.,Allocation Optimization of Medical Samples for Distributed Testing,Allocation Optimization of Medical Samples for Distributed Testing,2021 5th International Conference on Electrical Electronics Communication Computer Technologies and Optimization Techniques Iceeccot 2021 Proceedings,,,27-32,2-s2.0-85126739205,2021-01-01,2021,10.1109/ICEECCOT52851.2021.9707992,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85126739205,,,,,YES,
23,Dr.J Geetha,Nikitha A.,Handwritten Text Recognition using Deep Learning,Handwritten Text Recognition using Deep Learning,Proceedings 5th IEEE International Conference on Recent Trends in Electronics Information and Communication Technology Rteict 2020,,,388-392,2-s2.0-85100554180,2020-11-12,2020,10.1109/RTEICT49044.2020.9315679,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,26,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85100554180,,,,,YES,
24,Dr.J Geetha,kanvk V.B.,AI-edge based voice responsive smart headphone for user context-awarenes,AI-edge based voice responsive smart headphone for user context-awarenes,Proceedings of Conecct 2020 6th IEEE International Conference on Electronics Computing and Communication Technologies,,,1-5,2-s2.0-85093117772,2020-07-01,2020,10.1109/CONECCT50063.2020.9198484,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85093117772,,,,,YES,
25,Dr.J Geetha,Geetha J.,Implementation and Performance Comparison of Partitioning Techniques in Apache Spark,Implementation and Performance Comparison of Partitioning Techniques in Apache Spark,2019 10th International Conference on Computing Communication and Networking Technologies Icccnt 2019,,,,2-s2.0-85078110576,2019-07-01,2019,10.1109/ICCCNT45670.2019.8944759,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,7,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85078110576,,,,,YES,
26,Dr.J Geetha,Sreeyuktha H.S.,Partitioning in Apache Spark,Partitioning in Apache Spark,Lecture Notes in Networks and Systems,74,,493-498,2-s2.0-85067695908,2019-01-01,2019,10.1007/978-981-13-7082-3_56,Springer,N/A,Q1,4,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85067695908,,,,,YES,
27,Dr.J Geetha,Geetha J.,Intelligent Daily Scheduler,Intelligent Daily Scheduler,2018 International Conference on Advances in Computing Communications and Informatics Icacci 2018,,,2308-2312,2-s2.0-85060005720,2018-11-30,2018,10.1109/ICACCI.2018.8554485,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85060005720,,,,,YES,
28,Dr.J Geetha,Malathy S.,Implementing elliptic curve cryptography with ACO based algorithm in clustered WSN for border surveillance,Implementing elliptic curve cryptography with ACO based algorithm in clustered WSN for border surveillance,Proceedings of the 4th IEEE International Conference on Advances in Electrical and Electronics Information Communication and Bio Informatics Aeeicb 2018,,,1-5,2-s2.0-85056415821,2018-10-03,2018,10.1109/AEEICB.2018.8480856,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,3,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85056415821,,,,,YES,
29,Dr.J Geetha,Diwakar Reddy A.,Algorithms for iterative applications in MapReduce framework,Algorithms for iterative applications in MapReduce framework,Advances in Intelligent Systems and Computing,628,,51-61,2-s2.0-85042754960,2018-01-01,2018,10.1007/978-981-10-5272-9_5,Springer Verlagservice@springer.de,N/A,Q1,1,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85042754960,,,,,YES,
30,Dr.J Geetha,Geetha J.,An improved hadoop load rebalancer,An improved hadoop load rebalancer,International Journal of Engineering and Technology Uae,7,2.27 Special Issue 27,109-112,2-s2.0-85082370894,2018-01-01,2018,SCOPUS_ID:85082370894,Science Publishing Corporation Incijet@sciencepubco.com,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85082370894,,,,,YES,
31,Dr.J Geetha,Nivedita V.,Optimization of hadoop small file storage using priority model,Optimization of hadoop small file storage using priority model,Rteict 2017 2nd IEEE International Conference on Recent Trends in Electronics Information and Communication Technology Proceedings,2018-January,,1785-1789,2-s2.0-85046252234,2017-07-01,2017,10.1109/RTEICT.2017.8256906,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://api.elsevier.com/content/abstract/scopus_id/85046252234,,,,,YES,
32,Dr.J Geetha,Geetha J.,A new hadoop scheduler framework,A new hadoop scheduler framework,International Journal of Applied Engineering Research,12,24,15152-15157,2-s2.0-85057637878,2017-01-01,2017,SCOPUS_ID:85057637878,Research India Publicationssubscription@ripublication.com,N/A,Q1,0,NO,,,https://api.elsevier.com/content/abstract/scopus_id/85057637878,,,,,YES,
33,Dr.J Geetha,Geetha J.,Data-local Reduce Task Scheduling,Data-local Reduce Task Scheduling,Procedia Computer Science,85,,598-605,S1877050916305749,2016-01-01,2016,10.1016/j.procs.2016.05.226,Elsevier B.V.,N/A,N/A,5,YES,,,https://api.elsevier.com/content/abstract/scopus_id/84978712028,,,,,YES,
