sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
11,Dr.Sangeetha V,"Kavya Natikar, V Sangeetha, Md Ayyan Patel, HR Ranjitha, MA Kuldeep",AI-Watch: Smart Surveillance for Farm Animal Detection and Security,Proceedings of the 9th International Conference on Inventive Systems and Control Icisc 2025,Proceedings of the 9th International Conference on Inventive Systems and Control Icisc 2025,,,490-495,2-s2.0-105020974048,2025-01-01,2025,10.1109/ICISC65841.2025.11188071,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://ieeexplore.ieee.org/abstract/document/11188071/,6,3,223,,YES,
12,Dr.Sangeetha V,"M Vaneeta, V Sangeetha, A Mamatha, Anita Kanavalli",Trends and Prospectus of Blockchain Technology,Blockchain for Iot Systems Concept Framework and Applications,Blockchain for Iot Systems Concept Framework and Applications,,,78-93,2-s2.0-85201067908,2024-09-04,2024,10.1201/9781003460367-6,CRC Press,N/A,N/A,4,NO,,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003460367-6/trends-prospectus-blockchain-technology-vaneeta-sangeetha-mamatha-anita-kanavalli,6,3,223,,YES,
13,Dr.Sangeetha V,"Sini Anna Alex, A Parkavi, V Sangeetha",Data-driven mathematical modeling for AI-based security applications,Handbook of Research on Data Driven Mathematical Modeling in Smart Cities,Handbook of Research on Data Driven Mathematical Modeling in Smart Cities,,,175-191,2-s2.0-85151882407,2023-02-17,2023,10.4018/978-1-6684-6408-3.ch010,IGI Global,N/A,N/A,4,NO,,,https://www.igi-global.com/chapter/data-driven-mathematical-modeling-for-ai-based-security-applications/318820,6,3,223,,YES,
14,Dr.Sangeetha V,"GV Pavan, V Sangeetha",Survey on security risks in 5G private industrial networks,4th International Conference on Circuits Control Communication and Computing I4c 2022,4th International Conference on Circuits Control Communication and Computing I4c 2022,,,147-152,2-s2.0-85150275847,2022-01-01,2022,10.1109/I4C57141.2022.10057943,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://ieeexplore.ieee.org/abstract/document/10057943/,6,3,223,,YES,
15,Dr.Sangeetha V,"Darshana A Naik, V Sangeetha, G Sandhya",Generative adversarial networks based method for generating photo-realistic super resolution images,2021 IEEE International Conference on Emerging Trends in Industry 4 0 Eti 4 0 2021,2021 IEEE International Conference on Emerging Trends in Industry 4 0 Eti 4 0 2021,,,1-6,2-s2.0-85123445820,2021-01-01,2021,10.1109/ETI4.051663.2021.9619393,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,4,YES,,,https://ieeexplore.ieee.org/abstract/document/9619393/,6,3,223,,YES,
16,Dr.Sangeetha V,"MG Shashank, V Sangeetha, H Shilpa",An Exploratory Study on Self-Sovereign Identity Powered by the Blockchain Technology,,,,,371-379,,2021-10-2,2021,10.1007/978-981-16-3961-6_31,Springer Singapore,N/A,N/A,4,NO,,,https://scholar.google.com/scholar?cluster=16120128004323046489&hl=en&oi=scholarr,6,3,223,,NO,
17,Dr.Sangeetha V,"GD Nidhi, A Mamatha, V Sangeetha",A Hybrid Convolutional and Graph Attention Network Architecture for the Classification of Fetal Brain Abnormalities,Proceedings of the 6th International Conference on Inventive Research in Computing Applications Icirca 2025,Proceedings of the 6th International Conference on Inventive Research in Computing Applications Icirca 2025,,,1873-1879,2-s2.0-105013618030,2025-01-01,2025,10.1109/ICIRCA65293.2025.11089854,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,3,YES,,,https://ieeexplore.ieee.org/abstract/document/11089854/,6,3,223,,YES,
18,Dr.Sangeetha V,"K Beena, V Sangeetha, GD Nidhi, S Varshini, KN Yogesh","Arecanut Disease Prediction Using MobileNet V2, ResNet and VGG-16 Framework",Proceedings of the 4th International Conference on Ubiquitous Computing and Intelligent Information Systems Icuis 2024,Proceedings of the 4th International Conference on Ubiquitous Computing and Intelligent Information Systems Icuis 2024,,,1972-1977,2-s2.0-86000252033,2024-01-01,2024,10.1109/ICUIS64676.2024.10866077,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,3,YES,,,https://ieeexplore.ieee.org/abstract/document/10866077/,6,3,223,,YES,
19,Dr.Sangeetha V,"V Sangeetha, R China Appala Naidu, Avinash Bhat, Pranav Kulkarni",Integrating deep learning with ensemble approach for anomaly detection in network traffic,4th IEEE International Conference on Mobile Networks and Wireless Communications Icmnwc 2024,4th IEEE International Conference on Mobile Networks and Wireless Communications Icmnwc 2024,,,1-5,2-s2.0-105000128884,2024-01-01,2024,10.1109/ICMNWC63764.2024.10872226,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,3,YES,,,https://ieeexplore.ieee.org/abstract/document/10872226/,6,3,223,,YES,
20,Dr.Sangeetha V,"Komal S Rokhade, V Sangeetha, A Mamatha",Object Detection for Visually Impaired Using MobileNetV2 and YOLOv3 Models,2nd IEEE International Conference on Networks Multimedia and Information Technology Nmitcon 2024,2nd IEEE International Conference on Networks Multimedia and Information Technology Nmitcon 2024,,,1-6,2-s2.0-85207461660,2024-01-01,2024,10.1109/NMITCON62075.2024.10699012,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,3,YES,,,https://ieeexplore.ieee.org/abstract/document/10699012/,6,3,223,,YES,
21,Dr.Sangeetha V,"V Sangeetha, K Theertha, C Vishnupriya, SD Varsha, R Tanupriya, A Patil Narendra",Anomaly Detection in Rotary Equipment using hybrid model with HGSO Optimization,Proceedings of Conecct 2024 10th IEEE International Conference on Electronics Computing and Communication Technologies,Proceedings of Conecct 2024 10th IEEE International Conference on Electronics Computing and Communication Technologies,,,1-6,2-s2.0-85205824290,2024-01-01,2024,10.1109/CONECCT62155.2024.10677203,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,3,YES,,,https://ieeexplore.ieee.org/abstract/document/10677203/,6,3,223,,YES,
22,Dr.Sangeetha V,"A Mamatha, V Sangeetha, A Parkavi, PK Sreelatha",Managing and Controlling the COVID-19 Pandemic: The Role of Humanoid Robots,,,,,198-216,,2024-6-18,2024,10.1201/9781003480181-8,CRC Press,N/A,N/A,3,NO,,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003480181-8/managing-controlling-covid-19-pandemic-mamatha-sangeetha-parkavi-sreelatha,6,3,223,,NO,
23,Dr.Sangeetha V,"M Vaneeta, SR Deepa, V Sangeetha, Kamalakshi Naganna, Kruthika S Vasisht, J Ashwini, M Nikitha, HR Srividya",Tamper proof air quality management system using blockchain,International Journal of Advanced Computer Science and Applications,International Journal of Advanced Computer Science and Applications,14,2,263-271,2-s2.0-85149678200,2023-01-01,2023,10.14569/IJACSA.2023.0140232,Science and Information Organization,N/A,Q1,3,NO,,,https://search.proquest.com/openview/6b1c2cdb90a35918b443af1e4b0003cc/1?pq-origsite=gscholar&cbl=5444811,6,3,223,,YES,
24,Dr.Sangeetha V,"NB Vijayalakshmi, V Sangeetha, Kavya Natikar",A Machine Learning-Based Framework for Efficient Driver Behavior Classification in VANETs,Proceedings of 3rd IEEE International Conference on Knowledge Engineering and Communication Systems Ickecs 2025,Proceedings of 3rd IEEE International Conference on Knowledge Engineering and Communication Systems Ickecs 2025,,,1-7,2-s2.0-105010184890,2025-01-01,2025,10.1109/ICKECS65700.2025.11034924,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://ieeexplore.ieee.org/abstract/document/11034924/,6,3,223,,YES,
25,Dr.Sangeetha V,"V Sangeetha, Shilpa Shashikant Chaudhari, R Tanupriya, K Theertha, SD Varsha, C Vishnupriya",Enhance fault identification in rotary equipment using Machine Learning algorithms,2024 5th International Conference on Innovative Trends in Information Technology Icitiit 2024,2024 5th International Conference on Innovative Trends in Information Technology Icitiit 2024,,,1-6,2-s2.0-85199177956,2024-01-01,2024,10.1109/ICITIIT61487.2024.10580376,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://ieeexplore.ieee.org/abstract/document/10580376/,6,3,223,,YES,
26,Dr.Sangeetha V,"V Sangeetha, Komal S Rokhade, NB Vijayalakshmi",Email protection in the digital age: Evaluating symmetric cryptographic algorithms,Proceedings of the 2nd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iciitcee 2024,Proceedings of the 2nd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iciitcee 2024,,,1-6,2-s2.0-85189781887,2024-01-01,2024,10.1109/IITCEE59897.2024.10467920,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://ieeexplore.ieee.org/abstract/document/10467920/,6,3,223,,YES,
27,Dr.Sangeetha V,"V Sangeetha, A Mamatha, M Vaneeta, K Beena",Artificial intelligence in medical and healthcare service: Applications and challenges,Modern Healthcare Marketing in the Digital Era,Modern Healthcare Marketing in the Digital Era,,,116-130,2-s2.0-85182612430,2023-12-11,2024,10.4018/979-8-3693-0679-6.ch007,IGI Global,N/A,N/A,2,NO,,,https://www.igi-global.com/chapter/artificial-intelligence-in-medical-and-healthcare-service/335056,6,3,223,,YES,
28,Dr.Sangeetha V,"Pramod Sunagar, Darshana A Naik, V Sangeetha, Anita Kanavalli, S Seema",Feedback collection and sentiment analysis on the product reviews,2021 IEEE International Conference on Mobile Networks and Wireless Communications Icmnwc 2021,2021 IEEE International Conference on Mobile Networks and Wireless Communications Icmnwc 2021,,,1-6,2-s2.0-85125714438,2021-01-01,2021,10.1109/ICMNWC52512.2021.9688552,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://ieeexplore.ieee.org/abstract/document/9688552/,6,3,223,,YES,
29,Dr.Sangeetha V,"V Sangeetha, A Nandini, M Amruta, N Gaargi",SmartHerd AI: Integrating Bio-Inspired Swarm Intelligence with XAI for Cattle Health Monitoring,Proceedings of 6th International Conference on Iot Based Control Networks and Intelligent Systems Icicnis 2025,Proceedings of 6th International Conference on Iot Based Control Networks and Intelligent Systems Icicnis 2025,,,2149-2154,2-s2.0-105032755178,2025-01-01,2025,10.1109/ICICNIS66685.2025.11315508,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/11315508/,6,3,223,,YES,
30,Dr.Sangeetha V,"A Parkavi, Sini Anna Alex, V Sangeetha, SG Subramanya",Offensive and Defensive Artificial Intelligence in Cyberspace,,,,,29-49,,2025-6-20,2025,10.1201/9781003498827-2,Apple Academic Press,N/A,N/A,1,NO,,,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003498827-2/offensive-defensive-artificial-intelligence-cyberspace-parkavi-sini-anna-alex-sangeetha-subramanya,6,3,223,,NO,
31,Dr.Sangeetha V,"V Sangeetha, Ishwariya Pani, Jay Jariwala, Anirudha Dargar, Rishu H Rai, Srestha Agarwala",Optimizing Judicial Efficiency-A Software Solution for Case Listing with Customized Case Flow Management,8th IEEE International Conference on Computational System and Information Technology for Sustainable Solutions Csitss 2024,8th IEEE International Conference on Computational System and Information Technology for Sustainable Solutions Csitss 2024,,,1-6,2-s2.0-85216923557,2024-01-01,2024,10.1109/CSITSS64042.2024.10817039,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10817039/,6,3,223,,YES,
32,Dr.Sangeetha V,"Pruthvi Darshan SS, ML Jayanth, V Sangeetha",Multiclass Bird Species Identification using Deep Learning Techniques,Proceedings of Conecct 2024 10th IEEE International Conference on Electronics Computing and Communication Technologies,Proceedings of Conecct 2024 10th IEEE International Conference on Electronics Computing and Communication Technologies,,,1-6,2-s2.0-85205820827,2024-01-01,2024,10.1109/CONECCT62155.2024.10677184,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10677184/,6,3,223,,YES,
33,Dr.Sangeetha V,"V Sangeetha, Ishwariya Pani, K Yasaswini, B Nikita, Arpita Bhattacharjee",Communication Assistance for Blind and Deaf using Natural Language Processing,2024 International Conference on Knowledge Engineering and Communication Systems Ickecs 2024,2024 International Conference on Knowledge Engineering and Communication Systems Ickecs 2024,,,1-6,2-s2.0-85201318519,2024-01-01,2024,10.1109/ICKECS61492.2024.10616930,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10616930/,6,3,223,,YES,
34,Dr.Sangeetha V,"V Sangeetha, Anirudha Dargar, Jay Jariwala, Rishu H Rai, Srestha Agarwala","Unified blockchain platform for charitable donations, crowdfunding and CSR",International Conference on Distributed Computing and Optimization Techniques Icdcot 2024,International Conference on Distributed Computing and Optimization Techniques Icdcot 2024,,,1-6,2-s2.0-85193298363,2024-01-01,2024,10.1109/ICDCOT61034.2024.10515608,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10515608/,6,3,223,,YES,
35,Dr.Sangeetha V,"V Sangeetha, M Vaneeta, M Sinthuja",Revolutionizing Healthcare: Screening system to identify Diseases using Machine learning approach,Proceedings of the 2nd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iciitcee 2024,Proceedings of the 2nd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iciitcee 2024,,,1-5,2-s2.0-85189777973,2024-01-01,2024,10.1109/IITCEE59897.2024.10467594,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10467594/,6,3,223,,YES,
36,Dr.Sangeetha V,"V Sangeetha, KS Aisiri, S Bharathi",RSA Cryptosystem with Parallel Thread Execution using Dual Public Keys,Proceedings of the 2nd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iciitcee 2024,Proceedings of the 2nd International Conference on Intelligent and Innovative Technologies in Computing Electrical and Electronics Iciitcee 2024,,,1-5,2-s2.0-85189811562,2024-01-01,2024,10.1109/IITCEE59897.2024.10467461,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10467461/,6,3,223,,YES,
37,Dr.Sangeetha V,"J Jeevitha, V Sangeetha",Exploration on Breast Cancer Prediction and Recurrence Diagnosis Using Bio-Inspired Algorithms,,,,,593-607,,2023,2023,10.1007/978-981-99-3608-3_41,Springer Nature Singapore,N/A,N/A,1,NO,,,https://link.springer.com/chapter/10.1007/978-981-99-3608-3_41,6,3,223,,NO,
38,Dr.Sangeetha V,"A Parkavi, V Sangeetha, Sini Anna Alex, A Syed Mustafa",A case study on design of Covid-19 detection and alerting system using machine learning techniques,,,19,1,1358-1386,,2022-1-20,2022,10.14704/web/v19i1/web19091,NeuroQuantology Journal,N/A,N/A,1,NO,,,https://www.academia.edu/download/107508492/20220122032658pmWEB19091.pdf,6,3,223,,NO,
39,Dr.Sangeetha V,"A Parkavi, V Sangeetha, GR Amith, BK Harini, M Supriya, KN Tejasvini",A Novel Approach to Analyze Pranayama through Machine Learning Techniques,,,,,66-79,,2021-9-4,2021,10.9734/bpi/naer/v12/12271d,Book Publisher International (a part of SCIENCEDOMAIN International),N/A,N/A,1,NO,,,https://hal.science/hal-05243901/,6,3,223,,NO,
40,Dr.Sangeetha V,"M Vaneeta, V Sangeetha, S Swapna Kumar",Efficient two-layer image protection with wavelet transform compression,Lecture Notes on Data Engineering and Communications Technologies,Lecture Notes on Data Engineering and Communications Technologies,59,,433-448,2-s2.0-85101098303,2021-01-01,2021,10.1007/978-981-15-9651-3_37,Springer Science and Business Media Deutschland GmbH,N/A,Q1,1,NO,,,https://link.springer.com/chapter/10.1007/978-981-15-9651-3_37,6,3,223,,YES,
41,Dr.Sangeetha V,"A Mamatha, V Sangeetha, KA Deepashree",A Modular Dual-Stage Deep Learning Framework With YOLOv8 and ConvNeXt for Psoriasis-Oriented Multiclass Skin Disease Classification,Proceedings of the IEEE International Conference on AI Engineering and Innovations Aiei 2026,Proceedings of the IEEE International Conference on AI Engineering and Innovations Aiei 2026,,,1-6,2-s2.0-105040835708,2026-01-01,2026,10.1109/AIEI69164.2026.11497379,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11497379/,6,3,223,,YES,
42,Dr.Sangeetha V,"Mishu Sachan, V Sangeetha",A Practical Fog-Based Deep Vision System for Wildlife Intrusion Monitoring,Proceeding of International Conference on Computing Communication Control and Cyber Physical Systems I5cps 2026,Proceeding of International Conference on Computing Communication Control and Cyber Physical Systems I5cps 2026,,,1-5,2-s2.0-105037439257,2026-01-01,2026,10.1109/I5CPS67958.2026.11452391,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11452391/,6,3,223,,YES,
43,Dr.Sangeetha V,"M Manojkumar, V Sangeetha","A Multi-Protocol, Explainable AI-Based Framework for Real-Time IoT Forensics",Proceeding of International Conference on Computing Communication Control and Cyber Physical Systems I5cps 2026,Proceeding of International Conference on Computing Communication Control and Cyber Physical Systems I5cps 2026,,,1-6,2-s2.0-105037430881,2026-01-01,2026,10.1109/I5CPS67958.2026.11452282,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11452282/,6,3,223,,YES,
44,Dr.Sangeetha V,"V Sangeetha, A Mamatha, Kavya Natikar",Transforming Healthcare Reform With Artificial Intelligence: Past Insights and Future Opportunities,AI and Digital Innovation in Healthcare Reform from Policy to Practice,AI and Digital Innovation in Healthcare Reform from Policy to Practice,,,1-28,2-s2.0-105037568546,2026-01-01,2026,10.4018/979-8-2600-0939-0.ch001,IGI Global,N/A,N/A,0,NO,,,https://www.igi-global.com/chapter/transforming-healthcare-reform-with-artificial-intelligence/408797,6,3,223,,YES,
45,Dr.Sangeetha V,"K Beena, V Sangeetha",A Customized CNN for Arecanut Disease Detection,Engineering Technology and Applied Science Research,Engineering Technology and Applied Science Research,15,6,28856-28861,2-s2.0-105027665622,2025-12-08,2025,10.48084/etasr.12646,Dr D. Pylarinos,N/A,Q1,0,NO,,,https://www.etasr.com/index.php/ETASR/article/view/12646,6,3,223,,YES,
46,Dr.Sangeetha V,"V Sangeetha, Shivansh Shukla, Vaibhav Raina, Surya Nirbhay Singh",A Multimodal Surveillance System for Detecting Cheating Behaviors in Online Exams,2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions Csitss 2025,2025 9th International Conference on Computational System and Information Technology for Sustainable Solutions Csitss 2025,,,1-6,2-s2.0-105031385791,2025-01-01,2025,10.1109/CSITSS67709.2025.11295658,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11295658/,6,3,223,,YES,
47,Dr.Sangeetha V,"K Beena, V Sangeetha, P Archana, R Harshitha, N Kavana, Shree S Sneha",Coco areca wellness CNN-based disease detection in coconut and arecanut crops,,,,,90-96,,2025-8-26,2025,10.1201/9781003685876-14,CRC Press,N/A,N/A,0,NO,,,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781003685876-14&type=chapterpdf,6,3,223,,NO,
48,Dr.Sangeetha V,"Suvarna Hugar, Indhuja Sangeetha V, Balakrishnan, Raghava MS",Predictive Modeling for Early-Stage Parkinson's Diagnosis: An Evaluation of Boosted and Statistical Learning Techniques,International Conference on Software Systems and Information Technology Ssitcon 2025,International Conference on Software Systems and Information Technology Ssitcon 2025,,,1-6,2-s2.0-105033143380,2025-01-01,2025,10.1109/SSITCON66133.2025.11341980,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11341980/,6,3,223,,YES,
49,Dr.Sangeetha V,"V Sangeetha, Supriya Kamthania, CS Darshan, MS Swaroop",Automating AI Bills of Materials (AIBOMs): A Framework for Secure AI System Transparency and Compliance,Proceedings of IEEE International Conference for Women in Innovation Technology and Entrepreneurship Icwite 2025,Proceedings of IEEE International Conference for Women in Innovation Technology and Entrepreneurship Icwite 2025,,,1-6,2-s2.0-105032342995,2025-01-01,2025,10.1109/ICWITE64848.2025.11306989,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11306989/,6,3,223,,YES,
50,Dr.Sangeetha V,"V Sangeetha, S Divya, R Bhoomika, P Rakshitha",Deep Learning-Based Ship Detection and Classification in SAR Images Using CNN and Flask Web Integration,3rd IEEE International Conference on Networks Multimedia and Information Technology Nmitcon 2025,3rd IEEE International Conference on Networks Multimedia and Information Technology Nmitcon 2025,,,1-6,2-s2.0-105020798433,2025-01-01,2025,10.1109/NMITCON65824.2025.11187889,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11187889/,6,3,223,,YES,
51,Dr.Sangeetha V,"Nikhil K Rohidekar, V Sangeetha Sachan, Mishu",Sequence-Based Image Prediction using GAN and LSTM,3rd IEEE International Conference on Networks Multimedia and Information Technology Nmitcon 2025,3rd IEEE International Conference on Networks Multimedia and Information Technology Nmitcon 2025,,,1-3,2-s2.0-105020795551,2025-01-01,2025,10.1109/NMITCON65824.2025.11188146,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11188146/,6,3,223,,YES,
52,Dr.Sangeetha V,"BN Nagashri, V Sangeetha","Deep Learning-Based Waste Segregation: A Performance Evaluation of ResNet, CNN and VGG16",Proceedings of the 6th International Conference on Inventive Research in Computing Applications Icirca 2025,Proceedings of the 6th International Conference on Inventive Research in Computing Applications Icirca 2025,,,1793-1798,2-s2.0-105013623082,2025-01-01,2025,10.1109/ICIRCA65293.2025.11089584,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11089584/,6,3,223,,YES,
53,Dr.Sangeetha V,"HB Priyanka, V Sangeetha",Neural Network approach for Resource Allocation and Traffic Management in 6G Networks,10th International Conference on Wireless Communications Signal Processing and Networking Wispnet 2025,10th International Conference on Wireless Communications Signal Processing and Networking Wispnet 2025,,,1-6,2-s2.0-105007523092,2025-01-01,2025,10.1109/WiSPNET64060.2025.11005133,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11005133/,6,3,223,,YES,
