sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
26,Dr.Seema S,"Rajalaxmi Hegde, Sandeep Kumar Hegde",Enhancing emotion recognition using advanced speech processing techniques,Proceedings of the International Conference on Multi Agent Systems for Collaborative Intelligence Icmsci 2025,Proceedings of the International Conference on Multi Agent Systems for Collaborative Intelligence Icmsci 2025,,,1565-1571,2-s2.0-105000541800,2025-01-01,2025,10.1109/ICMSCI62561.2025.10894162,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://ieeexplore.ieee.org/abstract/document/10894162/,9,6,408,,YES,
27,Dr.Seema S,"B Rajalaxmi Prabhu, S Seema",Sentiments Analysis and Text Summarization of Medicine Reviews Using Deep Sequential Iterative Model with Attention Encoder,Journal of Mobile Multimedia,Journal of Mobile Multimedia,18,4,1281-1300,2-s2.0-85130367492,2022-01-01,2022,10.13052/jmm1550-4646.18415,River Publishers,N/A,Q1,2,NO,,,https://ieeexplore.ieee.org/abstract/document/10971188/,9,6,408,,YES,
28,Dr.Seema S,"Rajalaxmi Hegde, S Seema",Nearest neighbour-based feature selection and classification approach for analysing sentiments,International Journal of Bioinformatics Research and Applications,International Journal of Bioinformatics Research and Applications,18,1-2,16-29,2-s2.0-85128762799,2022-01-01,2022,10.1504/IJBRA.2022.121757,Inderscience Publishers,N/A,Q1,2,NO,,,https://www.inderscienceonline.com/doi/abs/10.1504/IJBRA.2022.121757,9,6,408,,YES,
29,Dr.Seema S,S Seema,Deep learning approaches for sentiment analysis challenges and future issues,,,,,27-50,,2022,2022,10.4018/978-1-7998-8161-2.ch003,IGI Global,N/A,N/A,2,NO,,,https://www.igi-global.com/chapter/deep-learning-approaches-for-sentiment-analysis-challenges-and-future-issues/293121,9,6,408,,NO,
30,Dr.Seema S,"Pramod Sunagar, Darshana A Naik, V Sangeetha, Anita Kanavalli, S Seema",Feedback collection and sentiment analysis on the product reviews,2021 IEEE International Conference on Mobile Networks and Wireless Communications Icmnwc 2021,2021 IEEE International Conference on Mobile Networks and Wireless Communications Icmnwc 2021,,,1-6,2-s2.0-85125714438,2021-01-01,2021,10.1109/ICMNWC52512.2021.9688552,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://ieeexplore.ieee.org/abstract/document/9688552/,9,6,408,,YES,
31,Dr.Seema S,"Pramod Sunagar, R Hanumantharaju, D Pradeep Kumar, BJ Sowmya, S Seema, Anita Kanavalli",Smart healthcare: Using IoT and machine learning-based analytics,Studies in Big Data,Studies in Big Data,88,,307-329,2-s2.0-85126477731,2021-01-01,2021,10.1007/978-981-16-0415-7_15,Springer Science and Business Media Deutschland GmbH,N/A,Q1,2,NO,,,https://link.springer.com/chapter/10.1007/978-981-16-0415-7_15,9,6,408,,YES,
32,Dr.Seema S,"BJ Sowmya, Aniket Singh, Zaifa Khan, B Sathvik, S Seema, KG Srinivasa",A utility system for farmers to build decision support system on agrometeorological data using machine learning algorithms,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,167,,233-244,2-s2.0-85103490112,2021-01-01,2021,10.1007/978-981-15-9712-1_20,Springer Science and Business Media Deutschland GmbH,N/A,Q1,2,NO,,,https://link.springer.com/chapter/10.1007/978-981-15-9712-1_20,9,6,408,,YES,
33,Dr.Seema S,"BJ Sowmya, S Seema, Daniel Monteiro, Zaid Hossain, Zubin Paymaster, Aditya Tomar",Machine learning techniques on agro meteorological parameters to predict the crop yield in support of building decision support system to farmer’s community,Journal of Physics Conference Series,Journal of Physics Conference Series,1706,1,012143,2-s2.0-85098480676,2020-12-22,2020,10.1088/1742-6596/1706/1/012143,IOP Publishing Ltd,N/A,Q1,2,YES,,,https://iopscience.iop.org/article/10.1088/1742-6596/1706/1/012143/meta,9,6,408,,YES,
34,Dr.Seema S,"Darshana A Naik, CJ Brunda, S Seema",A feasible dashboard to predict patent mining using classification algorithms,Procedia Computer Science,Procedia Computer Science,167,,2011-2021,S1877050920307043,2020-01-01,2020,10.1016/j.procs.2020.03.238,Elsevier B.V.,N/A,N/A,2,YES,,,https://www.sciencedirect.com/science/article/pii/S1877050920307043,9,6,408,,YES,
35,Dr.Seema S,"Darshana A Naik, S Seema, Geetika Singh, Abhinav Singh",Exploration and implementation of classification algorithms for patent classification,Lecture Notes on Data Engineering and Communications Technologies,Lecture Notes on Data Engineering and Communications Technologies,26,,565-572,2-s2.0-85082322935,2019-01-01,2019,10.1007/978-3-030-03146-6_62,Springer Science and Business Media Deutschland GmbH,N/A,Q1,2,NO,,,https://link.springer.com/chapter/10.1007/978-981-13-7150-9_12,9,6,408,,YES,
36,Dr.Seema S,"S Seema, B Sushma",Advanced data analysis and data mining model for Internet of Things in smart city: A Survey,,,,,129-138,,2019,2019,10.1007/978-3-319-99966-1_12,Springer International Publishing,N/A,N/A,2,NO,,,https://ausjournal.com/index.php/j/article/view/7,9,6,408,,NO,
37,Dr.Seema S,"Abhishek Teli, A Amith, K Bhanu Kaushik, K Gopala Krishna Vasanth, BJ Sowmya, S Seema",Efficient decision support system on agrometeorological data,Advances in Intelligent Systems and Computing,Advances in Intelligent Systems and Computing,940,,875-890,2-s2.0-85066313135,2020-01-01,2018,10.1007/978-3-030-16657-1_82,Springer Verlagservice@springer.de,N/A,Q1,2,NO,,,https://link.springer.com/chapter/10.1007/978-3-030-16657-1_82,9,6,408,,YES,
38,Dr.Seema S,"Rajalaxmi Hegde, S Seema",Performance Evaluation and Feature Vector Extraction of Review Data Sets Using Evolutionary Based SVM Techniques,2018 9th International Conference on Computing Communication and Networking Technologies Icccnt 2018,2018 9th International Conference on Computing Communication and Networking Technologies Icccnt 2018,,,1-4,2-s2.0-85056808048,2018-10-16,2018,10.1109/ICCCNT.2018.8493771,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://ieeexplore.ieee.org/abstract/document/8493771/,9,6,408,,YES,
39,Dr.Seema S,S Seema,Classification Of Evolving Stream Data Using Improved Ensemble Classifier,,,2,4,1-9,,2012-7-31,2012,10.5121/ijdkp.2012.2401,Academy and Industry Research Collaboration Center (AIRCC),N/A,N/A,2,NO,,,https://www.researchgate.net/profile/Seema-Shedole/publication/269673763_Classification_of_Evolving_Stream_Data_Using_Improved_Ensemble_Classifier/links/595a07d2458515ea4c64f9dc/Classification-of-Evolving-Stream-Data-Using-Improved-Ensemble-Classifier.pdf,9,6,408,,NO,
40,Dr.Seema S,"S Seema, KG Srinivasa, Supriya Jois, C Bhavana",Ensemble Classifiers with Stepwise feature Selection for Classification of Cancer Data,,,,,2700-2705,,2012-10,2012,10.1109/icsmc.2012.6378155,IEEE,N/A,N/A,2,NO,,,https://www.researchgate.net/profile/Seema-Shedole/publication/306118235_ENSEMBLE_CLASSIFIERS_WITH_STEPWISE_FEATURE_SELECTION_FOR_CLASSIFICATION_OF_CANCER_DATA/links/57b2c46408aeb2cf17c695b2/ENSEMBLE-CLASSIFIERS-WITH-STEPWISE-FEATURE-SELECTION-FOR-CLASSIFICATION-OF-CANCER-DATA.pdf,9,6,408,,NO,
41,Dr.Seema S,"Monica R Mundada, S Seema, Sonia Fathima Student",DeepDerm: Elevating Precision in Dermatological Diagnosis with Enhanced CNN,2024 15th International Conference on Computing Communication and Networking Technologies Icccnt 2024,2024 15th International Conference on Computing Communication and Networking Technologies Icccnt 2024,,,1-7,2-s2.0-85211121871,2024-01-01,2024,10.1109/ICCCNT61001.2024.10724699,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10724699/,9,6,408,,YES,
42,Dr.Seema S,"Monica R Mundada, S Seema, Srinivasa KG, M Shilpa",Deep Learning Applications for Cyber-physical Systems,,,54,5,1-36,,2021-5-25,2021,10.1145/3453155,Association for Computing Machinery (ACM),N/A,N/A,1,NO,,,https://books.google.com/books?hl=en&lr=&id=HqlQEAAAQBAJ&oi=fnd&pg=PR1&dq=info:2OF5HSenSCMJ:scholar.google.com&ots=Q5U1ToYqUp&sig=7r8r0fqoVwVsUoJ0nV8rBJs_nxg,9,6,408,,NO,
43,Dr.Seema S,"DN Disha, S Seema, K Aditya Shastry",Prediction of Autism in children with down’s syndrome using machine learning algorithms,,,,,109-122,,2021-11-1,2021,10.1007/978-981-16-3342-3_9,Springer Singapore,N/A,N/A,1,NO,,,https://link.springer.com/chapter/10.1007/978-981-16-3342-3_9,9,6,408,,NO,
44,Dr.Seema S,S Seema,Sentiment analysis of healthcare reviews using context-based feature weight embedding technique,International Journal of E Collaboration,International Journal of E Collaboration,17,4,1-15,2-s2.0-85116189397,2021-10-01,2021,10.4018/IJeC.2021100101,IGI Global,N/A,Q1,1,NO,,,https://www.igi-global.com/article/sentiment-analysis-of-healthcare-reviews-using-context-based-feature-weight-embedding-technique/289339,9,6,408,,YES,
45,Dr.Seema S,"D Pradeep Kumar, BJ Sowmya, R Hanumantharaju, Anita Kanavalli, S Seema, KN Shreenath",Large Scale Efficient Clustering Using DBSCAN and Ensemble Techniques,Communications in Computer and Information Science,Communications in Computer and Information Science,1393,,622-636,2-s2.0-85111843693,2021-01-01,2020,10.1007/978-981-16-3660-8_58,Springer Science and Business Media Deutschland GmbH,N/A,Q1,1,NO,,,https://link.springer.com/chapter/10.1007/978-981-16-3660-8_58,9,6,408,,YES,
46,Dr.Seema S,"Chetan Shetty, M Rosemary Binoy, TS Swetha Sree, G Ujwala, VH Geetha, S Seema, BJ Sowmya",Enhance the Prediction of Air Pollutants Using K-Means++ Advanced Algorithm with Parallel Computing,,,,,467-473,,2020-9,2020,10.1109/icosec49089.2020.9215377,IEEE,N/A,N/A,1,NO,,,https://link.springer.com/chapter/10.1007/978-981-33-6984-9_26,9,6,408,,NO,
47,Dr.Seema S,"BJ Sowmya, Chetan Shetty, S Seema, KG Srinivasa",An image processing and machine learning approach for early detection of diseased leaves,,,1,2,56-73,,2019-7,2019,10.4018/ijcps.2019070104,IGI Global Scientific Publishing,N/A,N/A,1,NO,,,https://www.igi-global.com/article/an-image-processing-and-machine-learning-approach-for-early-detection-of-diseased-leaves/247483,9,6,408,,NO,
48,Dr.Seema S,"Geetika Singh, Abhinav Singh, Darshana A Naik, S Seema",Exploration and implementation of classification algorithms for patent classification,Lecture Notes on Data Engineering and Communications Technologies,Lecture Notes on Data Engineering and Communications Technologies,26,,565-572,2-s2.0-85082322935,2019-01-01,2018,10.1007/978-3-030-03146-6_62,Springer Science and Business Media Deutschland GmbH,N/A,Q1,1,NO,,,https://link.springer.com/chapter/10.1007/978-3-030-03146-6_62,9,6,408,,YES,
49,Dr.Seema S,S Seema Ashvini D V,Machine Learning Approach to Detect Tuberculosis in patients with or without HIV co-infection – A Survey,,,,,170-183,,2015-12-2,2015,10.1201/b20755-13,CRC Press,N/A,N/A,1,NO,,,https://scholar.google.com/scholar?cluster=14869071360871298063&hl=en&oi=scholarr,9,6,408,,NO,
50,Dr.Seema S,"Manoj Jaiswal K G Srinivasa, S Seema",Modeling of time series microarray data using dynamic Bayesian network,,,6,S2,P84,,2009-9,2009,10.1186/1742-4690-6-s2-p84,Springer Science and Business Media LLC,N/A,N/A,1,NO,,,https://www.academia.edu/download/41606779/Modelling_of_time_series_microarray_data20160127-20223-19ja6y7.pdf,9,6,408,,NO,
51,Dr.Seema S,"Akshatha Kamath, Monica R Mundada, BJ Sowmya, S Seema, K Kshreeraja",Smart Multimodal System for Early Diagnosis of Thyroid Dysfunction Using IoT Sensors and Deep Neural Networks,SN Computer Science,SN Computer Science,7,5,378,2-s2.0-105036336621,2026-06-01,2026,10.1007/s42979-026-04928-3,Springer,N/A,Q1,0,NO,,,https://link.springer.com/article/10.1007/s42979-026-04928-3,9,6,408,,YES,
52,Dr.Seema S,"Darshan Mahesh Naik, S Seema",ESP32 Based Surveillance Lawn Mower Robot,,,,,1-6,,2026-4-24,2026,10.1109/ickecs70176.2026.11527709,IEEE,N/A,N/A,0,NO,,,https://ieeexplore.ieee.org/abstract/document/11527709/,9,6,408,,NO,
53,Dr.Seema S,"M Anusha, S Seema, BJ Sowmya",Deep UNet-based Time-Series Image Segmentation and Regional Classification for Flood Progression Analysis,Proceedings of 3rd International Conference on Sustainable Computing and Data Communication Systems Icscds 2025,Proceedings of 3rd International Conference on Sustainable Computing and Data Communication Systems Icscds 2025,,,1644-1651,2-s2.0-105018457203,2025-01-01,2025,10.1109/ICSCDS65426.2025.11166797,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11166797/,9,6,408,,YES,
54,Dr.Seema S,"DN Disha, S Seema, Archana Mathur",Improving Detection of Autism Spectrum Disorder (ASD) by Using mRMR Feature Selection and Genetic Optimization Based CES Model for Computing Autism Severity Score,SN Computer Science,SN Computer Science,6,4,309,2-s2.0-105000557847,2025-04-01,2025,10.1007/s42979-025-03839-z,Springer,N/A,Q1,0,NO,,,https://link.springer.com/article/10.1007/s42979-025-03839-z,9,6,408,,YES,
55,Dr.Seema S,"Rajalaxmi Hegde, Sandeep Kumar Hegde, S Seema",Automatic Text Summarization Using Graph-Based Recurrent Attention Model,,,,,363-370,,2025,2025,10.1007/978-981-97-9045-6_30,Springer Nature Singapore,N/A,N/A,0,NO,,,https://books.google.com/books?hl=en&lr=&id=fL1KEQAAQBAJ&oi=fnd&pg=PA363&dq=info:3iLryi7IcvgJ:scholar.google.com&ots=UiAhrEQWHx&sig=KFko5S8TvTKO1LdTuEhmmRyfjHI,9,6,408,,NO,
56,Dr.Seema S,"Rajalaxmi Hegde, Sandeep Kumar Hegde, S Seema, Thangavel Murugan",Automatic Text Summarization Using Graph-Based Recurrent Attention Model (GBRAM),Lecture Notes in Electrical Engineering,Lecture Notes in Electrical Engineering,1280,,363-370,2-s2.0-105000789918,2025-01-01,2024,10.1007/978-981-97-9045-6_30,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://link.springer.com/chapter/10.1007/978-981-97-9045-6_30,9,6,408,,YES,
57,Dr.Seema S,"DN Disha, S Seema, CS Soumya",Predictive Modelling of Bipolar Disorder Utilizing Advanced Machine Learning Techniques,2023 2nd International Conference on Futuristic Technologies Incoft 2023,2023 2nd International Conference on Futuristic Technologies Incoft 2023,,,1-6,2-s2.0-85187323763,2023-01-01,2023,10.1109/INCOFT60753.2023.10425438,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/10425438/,9,6,408,,YES,
58,Dr.Seema S,"Rajalaxmi Hegde, Sandeep Kumar Hegde, Monica R Mundada, S Seema",Sentiment Analysis and Feature Reduction Using Arboreal Monkey Compression Algorithm with Deep Modified Neural Network Classifier,Internet of Behavior Iob,Internet of Behavior Iob,,,125-140,2-s2.0-85159424644,2023-01-01,2023,10.1201/9781003305170-8,CRC Press,N/A,N/A,0,NO,,,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781003305170-8&type=chapterpdf,9,6,408,,YES,
59,Dr.Seema S,"Darshana A Naik, S Mythreyan, S Seema",Expression of Concern for: Relevance Feature Discovery in Text Mining Using NLP,,,,,1-6,,2022-5-27,2022,10.1109/incet54531.2022.9824807,IEEE,N/A,N/A,0,NO,,,https://ui.adsabs.harvard.edu/abs/2022ince.conf..314N/abstract,9,6,408,,NO,
60,Dr.Seema S,"Sowmya BJ, Srinidhi Hiriyannaiah, Shruthi Raju, Ritu Sinha, Srishti Bijjur, KG Srinivasa",Building Utility System to Analyze Diseased Plants and Predict the Stages using Deep Learning Algorithms.,,,,,280-288,,2022-9-5,2022,10.1109/bcca55292.2022.9922240,IEEE,N/A,N/A,0,NO,,,https://scholar.google.com/scholar?cluster=18323870908149627767&hl=en&oi=scholarr,9,6,408,,NO,
