sl_no,author,coauthor,Journal Paper Title,JournalTitle,JournalName,Volume,Issue,Pages,ArticleNumber,DateOfPublication,Year,DOI,Publisher,SJR,Quartile,NumberOfCitations,IsConference,ConferenceDate,ConferenceLocation,URL,h_index,i10_index,total_citations,document_count,ScopusVerified,ORCID
11,Dr.Rajarajeswari S,"S Rajarajeswari, Naveen Mathews Renji, Pooja Kumari, Manasa Keshavamurthy, K Kruthika",Real-time translation of indian sign language to assist the hearing and speech impaired,,,,,303-322,,2022,2022,10.1007/978-981-19-0475-2_28,Springer Nature Singapore,N/A,N/A,5,NO,,,https://link.springer.com/chapter/10.1007/978-981-19-0475-2_28,7,5,235,,NO,
12,Dr.Rajarajeswari S,"Shruthi Srinarasi, Reshma Ram, Sanjay Raghavendra, Annapurna P Patil, S Rajarajeswari, Manjunath Belgod, Rituraj Kabra, Abhishek Singh",A Combination of enhanced WordNet and BERT for semantic textual similarity,ACM International Conference Proceeding Series,ACM International Conference Proceeding Series,,,191-198,2-s2.0-85118314026,2021-08-20,2021,10.1145/3483845.3483898,Association for Computing Machinery,N/A,N/A,5,YES,,,https://dl.acm.org/doi/abs/10.1145/3483845.3483898,7,5,235,,YES,
13,Dr.Rajarajeswari S,"S Shwetha, Pramod Sunagar, S Rajarajeswari, Anita Kanavalli",Ensemble Model to Forecast the End of the COVID-19 Pandemic,Lecture Notes in Electrical Engineering,Lecture Notes in Electrical Engineering,844,,815-829,2-s2.0-85127164622,2022-01-01,2022,10.1007/978-981-16-8862-1_53,Springer Science and Business Media Deutschland GmbH,N/A,Q1,4,NO,,,https://link.springer.com/chapter/10.1007/978-981-16-8862-1_53,7,5,235,,YES,
14,Dr.Rajarajeswari S,S. Rajarajeswari 18. Dhamini,An Optimized Hybrid Neural Network Model for Detecting Depression among Twitter Users,International Journal of Innovative Technology and Exploring Engineering,International Journal of Innovative Technology and Exploring Engineering,8,10,2781-2795,2-s2.0-85071290980,2019-08-01,2019,10.35940/ijitee.J9590.0881019,Blue Eyes Intelligence Engineering and Sciences Publication,N/A,Q1,4,NO,,,https://scholar.google.com/scholar?cluster=1776813055347034955&hl=en&oi=scholarr,7,5,235,,YES,
15,Dr.Rajarajeswari S,"N Subash, M Mallegowda, S. Rajarajeswari, Alisha Ahmed",Developing Virtual Reality Applications in Medical Education for Osteotomy Knee Surgery,2024 15th International Conference on Computing Communication and Networking Technologies Icccnt 2024,2024 15th International Conference on Computing Communication and Networking Technologies Icccnt 2024,,,1-4,2-s2.0-85212818976,2024-01-01,2024,10.1109/ICCCNT61001.2024.10725558,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,3,YES,,,https://ieeexplore.ieee.org/abstract/document/10725558/,7,5,235,,YES,
16,Dr.Rajarajeswari S,Gayatri Mosalagi S. Rajarajeswari,Segregation of Waste Material using Rotating Model,,,,,,,2020,2020,10.2139/ssrn.3636024,Elsevier BV,N/A,N/A,3,NO,,,https://scholar.google.com/scholar?cluster=15699668927439344271&hl=en&oi=scholarr,7,5,235,,NO,
17,Dr.Rajarajeswari S,"S Rajarajeswari, Shree Devi BN",Optimal feature selection of speech using particle swarm optimization integrated with mRMR for determining human emotion state,,,74,10,48-52,,2013-7-26,2013,10.5120/12924-9991,Foundation of Computer Science,N/A,N/A,3,NO,,,https://ijca.phdfocus.com/archives/volume74/issue10/12924-9991/,7,5,235,,NO,
18,Dr.Rajarajeswari S,"Vaibhav Singh, S Rajarajeswari, Anita Kanavalli, R Sanjeetha",Mitigation of ddos attack in sdn using table miss-entry,4th International Conference on Circuits Control Communication and Computing I4c 2022,4th International Conference on Circuits Control Communication and Computing I4c 2022,,,6-11,2-s2.0-85150274909,2022-01-01,2022,10.1109/I4C57141.2022.10057725,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,2,YES,,,https://ieeexplore.ieee.org/abstract/document/10057725/,7,5,235,,YES,
19,Dr.Rajarajeswari S,"Annapurna P Patil, Rajarajeswari Subramanian, Varun Cornelio, S Venkatesh, M Varun, K Shavin, Mayukh Das, NS Pradeep",Annexr: Efficient anytime inference in dnns via adaptive intermediate decision points,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,543 LNNS,,1-25,2-s2.0-85138303217,2023-01-01,2022,10.1007/978-3-031-16078-3_1,Springer Science and Business Media Deutschland GmbH,N/A,Q1,2,NO,,,https://link.springer.com/chapter/10.1007/978-3-031-16078-3_1,7,5,235,,YES,
20,Dr.Rajarajeswari S,"Dhanush Annapurna Patil, Rajarajeswari S, Gaurav, Keerthana, Jugal",Optimized Web-Crawling of Conversational Data from Social Media and Context-Based Filtering,,,9,8,,,2020-8-21,2020,10.37896/aj9.8/024,Engineering Skill Development,N/A,N/A,2,NO,,,,7,5,235,,NO,
21,Dr.Rajarajeswari S,"Tejashwini Hiremath, S Rajarajeswari",A survey on existing convolutional neural networks and waste management techniques and an approach to solve waste classification problem using neural networks,Advances in Intelligent Systems and Computing,Advances in Intelligent Systems and Computing,906,,45-64,2-s2.0-85072896849,2019-01-01,2019,10.1007/978-981-13-6001-5_5,Springer Verlagservice@springer.de,N/A,Q1,2,NO,,,https://link.springer.com/chapter/10.1007/978-981-13-6001-5_5,7,5,235,,YES,
22,Dr.Rajarajeswari S,"Rajarajeswari Subramanian, Akhilesh P Patil, Karthik Ganesan, TS Akarsh",A semiautomated question paper builder using long short-term memory neural networks,Advances in Intelligent Systems and Computing,Advances in Intelligent Systems and Computing,882,,341-349,2-s2.0-85066134331,2019-01-01,2019,10.1007/978-981-13-5953-8_29,Springer Verlagservice@springer.de,N/A,Q1,2,NO,,,https://link.springer.com/chapter/10.1007/978-981-13-5953-8_29,7,5,235,,YES,
23,Dr.Rajarajeswari S,"S Rajarajeswari, Sai Ram Prasad Reddy S, Adithya Venkatesh",Improving Real-Time Route Suggestions in Automotive Navigation Systems using Vehicle Cluster Behavior,,,76,5,40-44,,2013-8-23,2013,10.5120/13247-0709,Foundation of Computer Science,N/A,N/A,2,NO,,,https://ui.adsabs.harvard.edu/abs/2013IJCA...76e..40R/abstract,7,5,235,,NO,
24,Dr.Rajarajeswari S,"NS Shree, Rajarajeswari Subramanian, GN Basavaraj",Transfer Learning-based Areca Nut (Areca catechu) Disease Detection using CNN and SVM Approaches with ResNet-50 for Improved Deep Learning Performance.,Indian Journal of Agricultural Research,Indian Journal of Agricultural Research,59,9,1385-1394,2-s2.0-105016851288,2025-09-01,2025,10.18805/IJARe.A-6404,Agricultural Research Communication Centre,N/A,Q1,1,NO,,,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=03678245&AN=188375561&h=1QzdUwKYWMzfmV4nhU5CT%2FuQaX4%2BQSOpQVNEOMMFk%2BqLBt5%2FKHRC20mUNUzBhAYyXoPSGFsAwXjkk3Sbi%2FPHSQ%3D%3D&crl=c,7,5,235,,YES,
25,Dr.Rajarajeswari S,"Naveen Mathews Renji, Manasa Keshavamurthy, Pooja Kumari, S Rajarajeswari",Solving Scene Understanding for Autonomous Navigation in Unstructured Environments,,,127,,606-618,,2025-8,2025,10.1016/j.aej.2025.05.015,Elsevier BV,N/A,N/A,1,NO,,,https://arxiv.org/abs/2507.20389,7,5,235,,NO,
26,Dr.Rajarajeswari S,"N Subash, M Mallegowda",Revolutionizing Knee Surgery Education Using Virtual Reality in Medical Training,Proceedings of Conecct 2024 10th IEEE International Conference on Electronics Computing and Communication Technologies,Proceedings of Conecct 2024 10th IEEE International Conference on Electronics Computing and Communication Technologies,,,1-4,2-s2.0-85205828588,2024-01-01,2024,10.1109/CONECCT62155.2024.10677177,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10677177/,7,5,235,,YES,
27,Dr.Rajarajeswari S,"K Ranjith Singh, S Rajarajeswari, Rutuja S Kadam, Ravindra Kumar, Trapty Agrawal, R Raghavendra",Exploring the Impact of AI-Driven Natural Language Processing in Computational Analysis,,,,,1-6,,2024-6-24,2024,10.1109/icccnt61001.2024.10724482,IEEE,N/A,N/A,1,NO,,,https://ieeexplore.ieee.org/abstract/document/10724482/,7,5,235,,NO,
28,Dr.Rajarajeswari S,"Pramod Sunagar, S Rajarajeswari, Siddarth Bhave, Sammed Kamate, Sahil Bhave, Sai Sagar Seru",Classification of Human Poses Using Deep Learning Techniques,7th IEEE International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2023 Proceedings,7th IEEE International Conference on Computational Systems and Information Technology for Sustainable Solutions Csitss 2023 Proceedings,,,1-7,2-s2.0-85181539722,2023-01-01,2023,10.1109/CSITSS60515.2023.10334180,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,1,YES,,,https://ieeexplore.ieee.org/abstract/document/10334180/,7,5,235,,YES,
29,Dr.Rajarajeswari S,"S Rajarajeswari, N Hema",Edge computing in intelligent IoT,,,,,271-350,,2023,2023,10.1007/978-3-031-26987-5_6,Springer International Publishing,N/A,N/A,1,NO,,,https://www.igi-global.com/chapter/edge-computing-in-intelligent-iot/316019,7,5,235,,NO,
30,Dr.Rajarajeswari S,"Aishwarya R Dhayighode, Rajarajeswari Subramanian, Pramod Sunagar",Multi-scale Fusion-Based Object Detection Network for Advance Driver Assistance Systems,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,680 LNNS,,233-251,2-s2.0-85176008092,2023-01-01,2022,10.1007/978-981-99-2602-2_19,Springer Science and Business Media Deutschland GmbH,N/A,Q1,1,NO,,,https://link.springer.com/chapter/10.1007/978-981-99-2602-2_19,7,5,235,,YES,
31,Dr.Rajarajeswari S,"Nanda devi Nagashri K, Rajarajeswari S, Iqra","Fog Computing- Characteristics, Challenges, Job Scheduling Survey",,,,,651-666,,2021-7-16,2021,10.1007/978-981-16-2126-0_52,Springer Nature Singapore,N/A,N/A,1,NO,,,,7,5,235,,NO,
32,Dr.Rajarajeswari S,"S Rajarajeshwari, Raveena Kumar, Sandhya Sankaranarayanan",Chaotic time series prediction for rock-paper-scissors using adaptive social behaviour optimization (asbo),,,74,11,30-33,,2013-7-26,2013,10.5120/12931-9878,Foundation of Computer Science,N/A,N/A,1,NO,,,https://ui.adsabs.harvard.edu/abs/2013IJCA...74k..30R/abstract,7,5,235,,NO,
33,Dr.Rajarajeswari S,"Shilpa Shashikant Chaudhari, S Rajarajeswari, Chandrika Prasad, Archana Liladhar Rane, Amala Rashmi Kumar","Intelligent Computing Approaches for Nutrition-aware Food Recommendation System: Concepts, Techniques and Trends",,,,,2659031,,2026-7-15,2026,10.1142/s0218001426590317,World Scientific Pub Co Pte Ltd,N/A,N/A,0,NO,,,https://www.worldscientific.com/doi/abs/10.1142/S0218001426590317,7,5,235,,NO,
34,Dr.Rajarajeswari S,"Shilpa Chaudhari, S Rajarajeswari, Archana Rane",Ensemble Learning for Face Recognition in Suspect Identification using Cloud Environment,Journal of Automation Mobile Robotics and Intelligent Systems,Journal of Automation Mobile Robotics and Intelligent Systems,20,2,85-94,2-s2.0-105044004936,2026-06-01,2026,10.14313/jamris-2026-022,Paradigm Publishing Services,N/A,Q1,0,NO,,,https://reference-global.com/article/10.14313/jamris-2026-022?tab=article,7,5,235,,YES,
35,Dr.Rajarajeswari S,"Vidhya Shree NS, Rajarajeswari Subramanian",Automated Areca Nut Disease Diagnosis: A CNN and SVM Based Model with a Bilingual Farmer Support System,3rd IEEE International Conference on Data Science and Network Security Icdsns 2025,3rd IEEE International Conference on Data Science and Network Security Icdsns 2025,,,1-6,2-s2.0-105019041813,2025-01-01,2025,10.1109/ICDSNS65743.2025.11168790,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/11168790/,7,5,235,,YES,
36,Dr.Rajarajeswari S,"S. Rajarajeswari, Srinivas Ranjitha Hassan",Integrating Quantum Image Processing with Computer Vision: A Streamlit Application for Real-  Time Face Detection and Recognition,,,12,5,1677-1681,,2024-5-31,2024,10.22214/ijraset.2024.61921,International Journal for Research in Applied Science and Engineering Technology (IJRASET),N/A,N/A,0,NO,,,,7,5,235,,NO,
37,Dr.Rajarajeswari S,"S Rajarajeswari, Karthik Varun, Kanika Agarwal Anirudh Hariprasad Rao",Heuristic Multi point path finder,,,,,572-576,,2024-10-18,2024,10.1109/ntci64025.2024.10776364,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
38,Dr.Rajarajeswari S,"Harsh Dutta Tewari Rajarajeswari S, Avnish Pathak, Abhiroop Singh, Achintya Mishra",Ethereum based safe and decentralized e-tendering system,,,,,1-5,,2024-4-17,2024,10.1109/ic3iot60841.2024.10550251,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
39,Dr.Rajarajeswari S,"Aishwarya R Dhayighode, Rajarajeswari Subramanian",Multi-scale Fusion-Based Object,,,,,430-441,,2023,2023,10.1007/978-981-99-1549-1_34,Springer Nature Singapore,N/A,N/A,0,NO,,,https://books.google.com/books?hl=en&lr=&id=gMfcEAAAQBAJ&oi=fnd&pg=PA233&dq=info:RB_a8hsU0F8J:scholar.google.com&ots=FBdIZYppDZ&sig=-77Uauu0B6XIMh6kunA3ZVl7XBM,7,5,235,,NO,
40,Dr.Rajarajeswari S,"S Rajarajeswari, K Divyasri, KN Karthik, Anvith, Bhushan A Matad",Ethereum Blockchain for Private Equity Crowdfunding: Enabling Seamless USDC and Share Token Transactions,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,819,,67-75,2-s2.0-85187784507,2024-01-01,2023,10.1007/978-981-99-7820-5_6,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://link.springer.com/chapter/10.1007/978-981-99-7820-5_6,7,5,235,,YES,
41,Dr.Rajarajeswari S,"S Rajarajeswari, KN Karthik, K Divyasri, Anvith, Riddhi Singhal","Open Permissioned Blockchain Solution for Private Equity Funding Using a Global, Cross-Cloud Network Blockchain Platform",Lecture Notes in Electrical Engineering,Lecture Notes in Electrical Engineering,1097 LNEE,,289-297,2-s2.0-85180538421,2024-01-01,2023,10.1007/978-981-99-7216-6_24,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://link.springer.com/chapter/10.1007/978-981-99-7216-6_24,7,5,235,,YES,
42,Dr.Rajarajeswari S,"S Rajarajeswari, Manas P Shankar, DS Kaustubha, Kaushik Kampli, Manish Manohar",Multimodal Recommendation Engine for Advertising Using Object Detection and Natural Language Processing,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,653 LNNS,,643-655,2-s2.0-85164921375,2023-01-01,2023,10.1007/978-981-99-0981-0_49,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://link.springer.com/chapter/10.1007/978-981-99-0981-0_49,7,5,235,,YES,
43,Dr.Rajarajeswari S,"S Rajarajeswari, KN Karthik, K Divyasri, Anvith, Riddhi Singhal",Keystroke Dynamics-Based Analysis and Classification of Hand Posture Using Machine Learning Techniques,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,791,,57-69,2-s2.0-85181539486,2024-01-01,2023,10.1007/978-981-99-6755-1_5,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://link.springer.com/chapter/10.1007/978-981-99-6755-1_5,7,5,235,,YES,
44,Dr.Rajarajeswari S,"D Guruprasad, Rajarajeswari Subramanian, Pramod Sunagar",Phishing Attack Mitigation Using Convolutional Neural Networks,4th International Conference on Circuits Control Communication and Computing I4c 2022,4th International Conference on Circuits Control Communication and Computing I4c 2022,,,270-274,2-s2.0-85150267409,2022-01-01,2022,10.1109/I4C57141.2022.10057792,Institute of Electrical and Electronics Engineers Inc.,N/A,N/A,0,YES,,,https://ieeexplore.ieee.org/abstract/document/10057792/,7,5,235,,YES,
45,Dr.Rajarajeswari S,"Anita Kanavalli Nanda Kishore, Rajarajeswari Subramanian, Pramod Sunagar",Survey on Software Solution for High Performance Packet Processing,Lecture Notes in Electrical Engineering,Lecture Notes in Electrical Engineering,903,,819-829,2-s2.0-85138786414,2022-01-01,2022,10.1007/978-981-19-2281-7_75,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,,7,5,235,,YES,
46,Dr.Rajarajeswari S,"S Rajarajeswari, Annapurna P Patil, Aditya Madhyastha, Akshat Jaitly, Himangshu Shekhar Jha, Sahil Rajesh Bhave, Mayukh Das, NS Pradeep",Design and Develop Hardware Aware DNN for Faster Inference,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,544 LNNS,,309-318,2-s2.0-85138285777,2023-01-01,2022,10.1007/978-3-031-16075-2_21,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://link.springer.com/chapter/10.1007/978-3-031-16075-2_21,7,5,235,,YES,
47,Dr.Rajarajeswari S,"S Rajarajeswari, Annapurna P Patil, Manish Manohar, Mopuru Vinod Reddy, Laveesh Gupta, Muskan Gupta, Nikunj Das Kasat",Intelligent Bixby Recommender Systems,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,544 LNNS,,348-364,2-s2.0-85138273411,2023-01-01,2022,10.1007/978-3-031-16075-2_25,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,https://link.springer.com/chapter/10.1007/978-3-031-16075-2_25,7,5,235,,YES,
48,Dr.Rajarajeswari S,"S Rajarajeswari, C Umarani, Anil Audumbar Pise, Dimitrios A Karras, MP Karthikeyan, Sajjad Shaukat Jamal, Reynah Akwafo",Error Concealment in the Density Field of a Spatiotemporal Image Sequence,,,2022,,1-10,,2022-5-13,2022,10.1155/2022/4657431,Wiley,N/A,N/A,0,NO,,,https://onlinelibrary.wiley.com/doi/abs/10.1155/2022/4657431,7,5,235,,NO,
49,Dr.Rajarajeswari S,"Ashwini Manisha, Rajarajeswari S, Akarsha",Analytical study on load balancing algorithms in Cloud Computing,Lecture Notes in Networks and Systems,Lecture Notes in Networks and Systems,209,,631-646,2-s2.0-85113378072,2022-01-01,2021,10.1007/978-981-16-2126-0_50,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,,7,5,235,,YES,
50,Dr.Rajarajeswari S,"A Kishore, N., Rajarajeswari S., & Kanavalli",Survey on Software Solution for High Performance Packet Processing.,Lecture Notes in Electrical Engineering,Lecture Notes in Electrical Engineering,903,,819-829,2-s2.0-85138786414,2022-01-01,2021,10.1007/978-981-19-2281-7_75,Springer Science and Business Media Deutschland GmbH,N/A,Q1,0,NO,,,,7,5,235,,YES,
51,Dr.Rajarajeswari S,"Shirisha.M S.Rajarajeswari, Sowmya.C, Drishya.K.R, Soumyashree",Cognıtıve Stress Detectıon Usıng Keystroke Dynamıcs And Pattern Varıatıons,,,183,4,1407-1407,,2020-8,2020,10.1104/pp.20.00883,Oxford University Press (OUP),N/A,N/A,0,NO,,,,7,5,235,,NO,
52,Dr.Rajarajeswari S,"and R. Deepak V. Prashant Krishnan, S. Rajarajeswari, Venkat Krishnamohan, Vivek Chandra Sheel",Music Generation using Deep Learning  techniques,,,,,327-335,,2019,2019,10.1007/978-981-13-7082-3_37,Springer Singapore,N/A,N/A,0,NO,,,,7,5,235,,NO,
53,Dr.Rajarajeswari S,"Tejashwini Hiremath, S Rajarajeswari",A Survey on Existing Convolutional,,,,,1-7,,2019-7,2019,10.1109/icccnt45670.2019.8944816,IEEE,N/A,N/A,0,NO,,,https://books.google.com/books?hl=en&lr=&id=WNGuDwAAQBAJ&oi=fnd&pg=PA45&dq=info:GKYbVeckzFoJ:scholar.google.com&ots=_IV-b4WFQl&sig=k7bQ1bP3tZo9Cnqvt2MZMl89VUg,7,5,235,,NO,
54,Dr.Rajarajeswari S,"Abishek. Rajarajeswari S, Aravind, Aatish, Devika",Windows based malware prediction system using deep learning Techniques,,,,,95-102,,2019-8,2019,10.1109/trustcom/bigdatase.2019.00022,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
55,Dr.Rajarajeswari S,Karan Rajarajeswari S,A Study of Virtual Machine Resource Scheduling Algorithms in Cloud Computing Environment,,,09,04,307-312,,2019,2019,10.12677/orf.2019.94036,Hans Publishers,N/A,N/A,0,NO,,,,7,5,235,,NO,
56,Dr.Rajarajeswari S,Dhamini Poorna chandra Rajarajeswari S,Role of Stop Word Removal in Sentiment Analysis,,,,,854-858,,2019-9,2019,10.1109/idaacs.2019.8924403,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
57,Dr.Rajarajeswari S,"Prarthana Udaye Rajarajeswari S, Sharat Naik, Shagun Srikant, MK Sai Prakash",Movie Recommendation System,Advances in Intelligent Systems and Computing,Advances in Intelligent Systems and Computing,882,,329-340,2-s2.0-85066151569,2019-01-01,2018,10.1007/978-981-13-5953-8_28,Springer Verlagservice@springer.de,N/A,Q1,0,NO,,,,7,5,235,,YES,
58,Dr.Rajarajeswari S,"Akarsh T S Rajarajeswari S, Akilesh P PAtil, karthick Ganesan",A Semi Automated Paper Builder using Long short – Term Memory Neural Networks,,,,,57-65,,2018-7,2018,10.1109/bigdatacongress.2018.00015,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
59,Dr.Rajarajeswari S,S. Rajarajeswari,“Data Cleansing Framework for Heart Disease Data Set in Cloud Environment,Journal of Advanced Research in Dynamical and Control Systems,Journal of Advanced Research in Dynamical and Control Systems,9,2,37-47,2-s2.0-85031498467,2017-01-01,2017,SCOPUS_ID:85031498467,"Institute of Advanced Scientific Research, Inc.inquiry@i-asr.org",N/A,Q1,0,NO,,,https://ir.vmrfdu.edu.in/id/eprint/4741/,7,5,235,,YES,
60,Dr.Rajarajeswari S,"S Rajarajeswari, K Somasundaram",Data cleansing using automated extraction tools,,,,,391-397,,2016-8,2016,10.1142/9789813146976_0064,WORLD SCIENTIFIC,N/A,N/A,0,NO,,,https://go.gale.com/ps/i.do?id=GALE%7CA465808920&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=19950772&p=AONE&sw=w,7,5,235,,NO,
61,Dr.Rajarajeswari S,Anna Purna Patil S.Rajarajeswari,A Rule and Content based System for Course Recommendation,,,,,1-8,,2016-12,2016,10.1109/iccic.2016.7919562,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
62,Dr.Rajarajeswari S,K.Somasundaram 3. S.Rajarajeswari,Empirical analysis on Large Scale Multi-label Text Classification using Hadoop and spark,,,,,291-296,,2016-10,2016,10.1109/csitss.2016.7779373,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
63,Dr.Rajarajeswari S,"S Rajarajeswari, LM Nithya",Infrastructure as a Service Based Data Transfer in Cloud Server during Disaster,,,,,363-379,,2016-10-19,2016,10.1201/9781315370392-21,CRC Press,N/A,N/A,0,NO,,,https://www.academia.edu/download/45444431/725.pdf,7,5,235,,NO,
64,Dr.Rajarajeswari S,K.Somasundaram 9. S.Rajarajeswari,Data Cleansing using Probabilistic classification for prediction of heart disease,,,,,437-440,,2015-12,2015,10.1109/wi-iat.2015.169,IEEE,N/A,N/A,0,NO,,,,7,5,235,,NO,
